source,target,value
MUSC 383,MUSC 494,0.04
MUSC 384,MUSC 494,0.04
MUSC 385,MUSC 494,0.04
MUSC 386,MUSC 494,0.04
MUSC 387,MUSC 494,0.04
MUSC 388,MUSC 494,0.04
MUSC 389,MUSC 494,0.04
MUSC 390,MUSC 494,0.04
MUSC 391,MUSC 494,0.04
MUSC 392,MUSC 494,0.04
MUSC 393,MUSC 494,0.04
MUSC 394,MUSC 494,0.04
MUSC 395,MUSC 494,0.04
NSCI 200,NSCI 201,1
NSCI 201,NSCI 301,1
PSYC 277,NSCI 301,1
NSCI 201,NSCI 302,1
NSCI 200,NSCI 311,1
NSCI 398,NSCI 399,1
NSCI 399,NSCI 498,1
NSCI 498,NSCI 499,1
NURS 300,NURS 301,0.2
NURS 310,NURS 301,0.2
NURS 321,NURS 301,0.2
NURS 322,NURS 301,0.2
NURS 330,NURS 301,0.2
NURS 352,NURS 301,0.2
NURS 360,NURS 301,0.2
NURS 362,NURS 301,1
NURS 301,NURS 362,1
NURS 323,NURS 301,0.5
NURS 301,NURS 323,0.5
NURS 401,NURS 301,0.5
NURS 301,NURS 401,0.5
NURS 300,NURS 303,1
NURS 310,NURS 303,1
NURS 321,NURS 303,1
NURS 322,NURS 303,1
NURS 330,NURS 303,1
NURS 352,NURS 303,1
NURS 360,NURS 303,1
NURS 363,NURS 303,1
NURS 303,NURS 363,1
NURS 323,NURS 303,0.5
NURS 303,NURS 323,0.5
NURS 401,NURS 303,0.5
NURS 303,NURS 401,0.5
NURS 300,NURS 321,1
NURS 321,NURS 300,1
NURS 310,NURS 321,1
NURS 321,NURS 310,1
NURS 330,NURS 321,1
NURS 321,NURS 330,1
NURS 352,NURS 321,1
NURS 321,NURS 352,1
NURS 360,NURS 321,1
NURS 321,NURS 360,1
NURS 300,NURS 322,1
NURS 310,NURS 322,1
NURS 321,NURS 322,1
NURS 330,NURS 322,1
NURS 352,NURS 322,1
NURS 360,NURS 322,1
NURS 311,NURS 322,1
NURS 322,NURS 311,1
NURS 361,NURS 322,1
NURS 322,NURS 361,1
NURS 300,NURS 323,1
NURS 310,NURS 323,1
NURS 321,NURS 323,1
NURS 330,NURS 323,1
NURS 352,NURS 323,1
NURS 360,NURS 323,1
NURS 345,NURS 323,0.5
NURS 323,NURS 345,0.5
NURS 365,NURS 323,0.5
NURS 323,NURS 365,0.5
NURS 346,NURS 323,0.5
NURS 323,NURS 346,0.5
NURS 366,NURS 323,0.5
NURS 323,NURS 366,0.5
NURS 363,NURS 323,0.5
NURS 323,NURS 363,0.5
NURS 362,NURS 323,0.5
NURS 323,NURS 362,0.5
NURS 300,NURS 330,1
NURS 330,NURS 300,1
NURS 310,NURS 330,1
NURS 330,NURS 310,1
NURS 352,NURS 330,1
NURS 330,NURS 352,1
NURS 360,NURS 330,1
NURS 330,NURS 360,1
NURS 300,NURS 331,1
NURS 310,NURS 331,1
NURS 321,NURS 331,1
NURS 352,NURS 331,1
NURS 360,NURS 331,1
NURS 322,NURS 331,1
NURS 331,NURS 322,1
NURS 361,NURS 331,1
NURS 331,NURS 361,1
NURS 300,NURS 344,1
NURS 310,NURS 344,1
NURS 321,NURS 344,1
NURS 330,NURS 344,1
NURS 350,NURS 344,1
NURS 351,NURS 344,1
NURS 352,NURS 344,1
NURS 360,NURS 344,1
NURS 300,NURS 345,1
NURS 310,NURS 345,1
NURS 321,NURS 345,1
NURS 322,NURS 345,1
NURS 330,NURS 345,1
NURS 352,NURS 345,1
NURS 360,NURS 345,1
NURS 365,NURS 345,1
NURS 345,NURS 365,1
NURS 401,NURS 345,0.5
NURS 345,NURS 401,0.5
NURS 300,NURS 346,1
NURS 310,NURS 346,1
NURS 321,NURS 346,1
NURS 322,NURS 346,1
NURS 330,NURS 346,1
NURS 352,NURS 346,1
NURS 360,NURS 346,1
NURS 366,NURS 346,1
NURS 346,NURS 366,1
NURS 401,NURS 346,0.5
NURS 346,NURS 401,0.5
NURS 300,NURS 350,1
NURS 310,NURS 350,1
NURS 321,NURS 350,1
NURS 330,NURS 350,1
NURS 352,NURS 350,1
NURS 360,NURS 350,1
NURS 300,NURS 351,1
NURS 310,NURS 351,1
NURS 321,NURS 351,1
NURS 330,NURS 351,1
NURS 352,NURS 351,1
NURS 360,NURS 351,1
NURS 300,NURS 352,1
NURS 352,NURS 300,1
NURS 310,NURS 352,1
NURS 352,NURS 310,1
NURS 360,NURS 352,1
NURS 352,NURS 360,1
NURS 300,NURS 353,1
NURS 310,NURS 353,1
NURS 321,NURS 353,1
NURS 330,NURS 353,1
NURS 352,NURS 353,1
NURS 360,NURS 353,1
NURS 300,NURS 354,1
NURS 310,NURS 354,1
NURS 321,NURS 354,1
NURS 330,NURS 354,1
NURS 352,NURS 354,1
NURS 360,NURS 354,1
NURS 300,NURS 360,1
NURS 360,NURS 300,1
NURS 310,NURS 360,1
NURS 360,NURS 310,1
NURS 300,NURS 361,1
NURS 310,NURS 361,1
NURS 321,NURS 361,1
NURS 330,NURS 361,1
NURS 352,NURS 361,1
NURS 360,NURS 361,1
NURS 300,NURS 362,1
NURS 310,NURS 362,1
NURS 321,NURS 362,1
NURS 322,NURS 362,1
NURS 330,NURS 362,1
NURS 352,NURS 362,1
NURS 360,NURS 362,1
NURS 401,NURS 362,0.5
NURS 362,NURS 401,0.5
NURS 300,NURS 363,1
NURS 310,NURS 363,1
NURS 321,NURS 363,1
NURS 322,NURS 363,1
NURS 330,NURS 363,1
NURS 352,NURS 363,1
NURS 360,NURS 363,1
NURS 401,NURS 363,0.5
NURS 363,NURS 401,0.5
NURS 300,NURS 365,1
NURS 310,NURS 365,1
NURS 321,NURS 365,1
NURS 322,NURS 365,1
NURS 330,NURS 365,1
NURS 352,NURS 365,1
NURS 360,NURS 365,1
NURS 401,NURS 365,0.5
NURS 365,NURS 401,0.5
NURS 300,NURS 366,1
NURS 310,NURS 366,1
NURS 321,NURS 366,1
NURS 322,NURS 366,1
NURS 330,NURS 366,1
NURS 352,NURS 366,1
NURS 401,NURS 366,0.5
NURS 366,NURS 401,0.5
NURS 300,NURS 401,1
NURS 321,NURS 401,1
NURS 322,NURS 401,1
NURS 323,NURS 401,1
NURS 330,NURS 401,1
NURS 352,NURS 401,1
NURS 360,NURS 401,1
NURS 300,NURS 402,1
NURS 321,NURS 402,1
NURS 322,NURS 402,1
NURS 323,NURS 402,1
NURS 350,NURS 402,1
NURS 351,NURS 402,1
NURS 352,NURS 402,1
NURS 353,NURS 402,1
NURS 360,NURS 402,1
NURS 361,NURS 402,1
NURS 362,NURS 402,1
NURS 363,NURS 402,1
NURS 365,NURS 402,1
NURS 366,NURS 402,1
NURS 401,NURS 402,1
NURS 430,NURS 402,1
NURS 402,NURS 430,1
NURS 344,NURS 427,1
NURS 402,NURS 427,1
NURS 430,NURS 427,1
NURS 300,NURS 430,1
NURS 301,NURS 430,1
NURS 303,NURS 430,1
NURS 310,NURS 430,1
NURS 321,NURS 430,1
NURS 322,NURS 430,1
NURS 323,NURS 430,1
NURS 330,NURS 430,1
NURS 331,NURS 430,1
NURS 345,NURS 430,1
NURS 346,NURS 430,1
NURS 350,NURS 430,1
NURS 351,NURS 430,1
NURS 352,NURS 430,1
NURS 353,NURS 430,1
NURS 354,NURS 430,1
NURS 360,NURS 430,1
NURS 361,NURS 430,1
NURS 362,NURS 430,1
NURS 363,NURS 430,1
NURS 365,NURS 430,1
NURS 366,NURS 430,1
NURS 401,NURS 430,1
NURS 344,NURS 430,1
NURS 430,NURS 344,1
OHS 430,OHS 440,1
BIOL 112,PATH 300,1
BIOL 200,PATH 300,1
BIOL 201,PATH 300,1
CHEM 123,PATH 300,1
CHEM 205,PATH 300,1
CHEM 233,PATH 300,1
CHEM 235,PATH 300,1
MICB 202,PATH 300,1
MICB 202,PATH 417,0.5
PATH 427,PATH 447,1
PATH 467,PATH 447,1
Biology 12,PCTH 201,0.17
BIOL 111,PCTH 201,0.17
BIOL 112,PCTH 201,0.17
BIOL 153,PCTH 201,0.17
BIOL 155,PCTH 201,0.17
SCIE 001,PCTH 201,0.17
PCTH 300,PCTH 302,1
PCTH 302,PCTH 300,1
BIOL 201,PCTH 305,0.33
BIOC 202,PCTH 305,0.33
BIOC 203,PCTH 305,0.33
CAPS 301,PCTH 305,1
PCTH 305,CAPS 301,1
BIOL 201,PCTH 325,0.25
BIOC 202,PCTH 325,0.25
BIOC 203,PCTH 325,0.25
BIOC 300,PCTH 325,0.25
PCTH 300,PCTH 398,1
PCTH 398,PCTH 399,1
PCTH 305,PCTH 400,0.5
PCTH 300,PCTH 400,0.5
PCTH 300,PCTH 402,1
PCTH 300,PCTH 404,1
BIOL 300,PCTH 404,1
PCTH 399,PCTH 498,1
PCTH 498,PCTH 499,1
PERS 100,PERS 101,1
PERS 101,PERS 200,0.5
PERS 104,PERS 200,0.5
PERS 200,PERS 201,1
PERS 201,PERS 300,0.5
PERS 300,PERS 301,1
PERS 104,PERS 400,0.25
PERS 300,PERS 400,0.25
PERS 300,PERS 401,0.5
PERS 300,PERS 451,0.5
STAT 200,PHAR 205,0.5
BIOL 300,PHAR 205,0.5
PHAR 180,PHAR 280,1
PHAR 202,PHAR 303,1
CHEM 211,PHAR 304,1
CHEM 233,PHAR 304,1
CHEM 235,PHAR 304,1
PHAR 204,PHAR 304,1
PHAR 205,PHAR 305,1
CHEM 233,PHAR 306,1
PHAR 202,PHAR 306,1
CHEM 211,PHAR 307,1
CHEM 233,PHAR 307,1
CHEM 235,PHAR 307,1
PHAR 204,PHAR 307,1
PHAR 202,PHAR 308,1
PHAR 280,PHAR 380,1
PHAR 203,PHAR 421,1
PHAR 305,PHAR 422,1
PHAR 305,PHAR 423,1
PHAR 308,PHAR 426,1
CHEM 233,PHAR 427,1
PHAR 202,PHAR 427,1
CHEM 211,PHAR 428,1
PHAR 380,PHAR 432,1
PHAR 302,PHAR 433,1
PHAR 370,PHAR 470,1
PHAR 380,PHAR 480,1
PHAR 204,PHAR 497,1
PHIL 310,PHIL 311,1
PHIL 314,PHIL 315,1
PHIL 220,PHIL 320,1
PHIL 125,PHIL 321,0.5
PHIL 220,PHIL 321,0.5
PHIL 220,PHIL 322,1
PHIL 220,PHIL 323,1
PHIL 220,PHIL 324,1
LING 201,PHIL 326,0.5
PHIL 220,PHIL 326,0.5
PHIL 211,PHIL 351,0.11
PHIL 212,PHIL 351,0.11
PHIL 220,PHIL 351,0.11
PHIL 230,PHIL 351,0.11
PHIL 235,PHIL 351,0.11
PHIL 240,PHIL 351,0.11
PHIL 250,PHIL 351,0.11
PHIL 260,PHIL 351,0.11
COGS 200,PHIL 351,0.11
PHIL 311,PHIL 410,1
PHIL 313,PHIL 412,1
PHIL 314,PHIL 414,0.33
PHIL 315,PHIL 414,0.33
PHIL 316,PHIL 414,0.33
PHIL 314,PHIL 415,0.33
PHIL 315,PHIL 415,0.33
PHIL 340,PHIL 415,0.33
PHIL 314,PHIL 416,0.25
PHIL 315,PHIL 416,0.25
PHIL 316,PHIL 416,0.25
PHIL 340,PHIL 416,0.25
PHIL 340,PHIL 418,1
PHIL 220,PHIL 420,1
PHIL 326,PHIL 426,1
PHIL 240,PHIL 440,1
PHIL 240,PHIL 441,0.5
COGS 200,PHIL 441,0.5
PHIL 240,PHIL 451,0.5
COGS 200,PHIL 451,0.5
PHIL 340,PHIL 452,1
PHIL 441,PHIL 455,0.33
PHIL 451,PHIL 455,0.33
PHIL 340,PHIL 462,0.5
PHIL 369,PHIL 469,1
PHRM 100,PHRM 111,1
PHRM 131,PHRM 111,1
PHRM 111,PHRM 131,1
PHRM 231,PHRM 211,1
PHRM 211,PHRM 231,1
PHRM 211,PHRM 212,1
PHRM 231,PHRM 212,1
PHRM 212,PHRM 231,1
PHRM 311,PHRM 312,1
PHRM 211,PHRM 330,1
PHRM 212,PHRM 330,1
PHRM 461,PHRM 462,1
PHRM 461,PHRM 463,1
PHRM 461,PHRM 464,1
PHRM 461,PHRM 465,1
PHRM 461,PHRM 466,1
PHRM 461,PHRM 467,1
PHRM 461,PHRM 468,1
PHRM 461,PHRM 469,1
PHRM 371,PHRM 471,1
PHRM 371,PHRM 472,1
PHRM 371,PHRM 473,1
PHRM 451,PHRM 491,1
PHRM 452,PHRM 491,1
PHRM 453,PHRM 491,1
PHRM 461,PHRM 491,1
PHRM 451,PHRM 492,1
PHRM 452,PHRM 492,1
PHRM 453,PHRM 492,1
PHRM 461,PHRM 492,1
PHRM 451,PHRM 493,1
PHRM 452,PHRM 493,1
PHRM 453,PHRM 493,1
PHRM 461,PHRM 493,1
PHRM 451,PHRM 494,1
PHRM 452,PHRM 494,1
PHRM 453,PHRM 494,1
PHRM 461,PHRM 494,1
PHRM 451,PHRM 495,1
PHRM 452,PHRM 495,1
PHRM 453,PHRM 495,1
PHRM 461,PHRM 495,1
PHRM 451,PHRM 496,1
PHRM 452,PHRM 496,1
PHRM 453,PHRM 496,1
PHRM 461,PHRM 496,1
MATH 12,PHYS 100,0.5
Pre-calculus 12,PHYS 100,0.5
Physics 11,PHYS 100,1
PHYS 12,PHYS 101,0.5
PHYS 100,PHYS 101,0.5
MATH 100,PHYS 101,0.14
PHYS 101,MATH 100,0.14
MATH 102,PHYS 101,0.14
PHYS 101,MATH 102,0.14
MATH 104,PHYS 101,0.14
PHYS 101,MATH 104,0.14
MATH 110,PHYS 101,0.14
PHYS 101,MATH 110,0.14
MATH 120,PHYS 101,0.14
PHYS 101,MATH 120,0.14
MATH 180,PHYS 101,0.14
PHYS 101,MATH 180,0.14
MATH 184,PHYS 101,0.14
PHYS 101,MATH 184,0.14
PHYS 101,PHYS 102,0.5
PHYS 107,PHYS 102,0.5
MATH 101,PHYS 102,0.25
PHYS 102,MATH 101,0.25
MATH 103,PHYS 102,0.25
PHYS 102,MATH 103,0.25
MATH 105,PHYS 102,0.25
PHYS 102,MATH 105,0.25
MATH 121,PHYS 102,0.25
PHYS 102,MATH 121,0.25
PHYS 12,PHYS 106,0.25
MATH 12,PHYS 106,0.25
PREC 12,PHYS 106,0.25
CALC 12,PHYS 106,0.25
PHYS 100,PHYS 106,0.25
MATH 100,PHYS 106,0.17
PHYS 106,MATH 100,0.17
MATH 102,PHYS 106,0.17
PHYS 106,MATH 102,0.17
MATH 104,PHYS 106,0.17
PHYS 106,MATH 104,0.17
MATH 120,PHYS 106,0.17
PHYS 106,MATH 120,0.17
MATH 180,PHYS 106,0.17
PHYS 106,MATH 180,0.17
MATH 184,PHYS 106,0.17
PHYS 106,MATH 184,0.17
PHYS 12,PHYS 107,0.25
MATH 12,PHYS 107,0.25
PREC 12,PHYS 107,0.25
CALC 12,PHYS 107,0.25
PHYS 100,PHYS 107,0.25
MATH 100,PHYS 107,0.17
PHYS 107,MATH 100,0.17
MATH 102,PHYS 107,0.17
PHYS 107,MATH 102,0.17
MATH 104,PHYS 107,0.17
PHYS 107,MATH 104,0.17
MATH 120,PHYS 107,0.17
PHYS 107,MATH 120,0.17
MATH 180,PHYS 107,0.17
PHYS 107,MATH 180,0.17
MATH 184,PHYS 107,0.17
PHYS 107,MATH 184,0.17
PHYS 106,PHYS 108,0.25
PHYS 107,PHYS 108,0.25
PHYS 101,PHYS 108,0.17
PHYS 117,PHYS 108,0.17
PHYS 131,PHYS 108,0.17
MATH 101,PHYS 108,0.25
PHYS 108,MATH 101,0.25
MATH 103,PHYS 108,0.25
PHYS 108,MATH 103,0.25
MATH 105,PHYS 108,0.25
PHYS 108,MATH 105,0.25
MATH 121,PHYS 108,0.25
PHYS 108,MATH 121,0.25
PHYS 107,PHYS 109,1
PHYS 108,PHYS 109,0.5
PHYS 109,PHYS 108,0.5
PHYS 118,PHYS 109,0.5
PHYS 109,PHYS 118,0.5
PHYS 12,PHYS 117,0.5
PHYS 100,PHYS 117,0.5
MATH 100,PHYS 117,0.14
PHYS 117,MATH 100,0.14
MATH 102,PHYS 117,0.14
PHYS 117,MATH 102,0.14
MATH 104,PHYS 117,0.14
PHYS 117,MATH 104,0.14
MATH 110,PHYS 117,0.14
PHYS 117,MATH 110,0.14
MATH 120,PHYS 117,0.14
PHYS 117,MATH 120,0.14
MATH 180,PHYS 117,0.14
PHYS 117,MATH 180,0.14
MATH 184,PHYS 117,0.14
PHYS 117,MATH 184,0.14
PHYS 101,PHYS 118,0.17
PHYS 106,PHYS 118,0.17
PHYS 107,PHYS 118,0.17
PHYS 117,PHYS 118,0.17
PHYS 131,PHYS 118,0.17
PHYS 157,PHYS 118,0.17
MATH 100,PHYS 118,0.14
MATH 102,PHYS 118,0.14
MATH 104,PHYS 118,0.14
MATH 110,PHYS 118,0.14
MATH 120,PHYS 118,0.14
MATH 180,PHYS 118,0.14
MATH 184,PHYS 118,0.14
MATH 101,PHYS 118,0.25
PHYS 118,MATH 101,0.25
MATH 103,PHYS 118,0.25
PHYS 118,MATH 103,0.25
MATH 105,PHYS 118,0.25
PHYS 118,MATH 105,0.25
MATH 121,PHYS 118,0.25
PHYS 118,MATH 121,0.25
PHYS 12,PHYS 119,0.5
PHYS 100,PHYS 119,0.5
MATH 100,PHYS 119,0.14
PHYS 119,MATH 100,0.14
MATH 102,PHYS 119,0.14
PHYS 119,MATH 102,0.14
MATH 104,PHYS 119,0.14
PHYS 119,MATH 104,0.14
MATH 110,PHYS 119,0.14
PHYS 119,MATH 110,0.14
MATH 120,PHYS 119,0.14
PHYS 119,MATH 120,0.14
MATH 180,PHYS 119,0.14
PHYS 119,MATH 180,0.14
MATH 184,PHYS 119,0.14
PHYS 119,MATH 184,0.14
PHYS 107,PHYS 129,0.5
PHYS 119,PHYS 129,0.5
PHYS 12,PHYS 131,0.5
PHYS 100,PHYS 131,0.5
MATH 100,PHYS 131,0.14
PHYS 131,MATH 100,0.14
MATH 102,PHYS 131,0.14
PHYS 131,MATH 102,0.14
MATH 104,PHYS 131,0.14
PHYS 131,MATH 104,0.14
MATH 110,PHYS 131,0.14
PHYS 131,MATH 110,0.14
MATH 120,PHYS 131,0.14
PHYS 131,MATH 120,0.14
MATH 180,PHYS 131,0.14
PHYS 131,MATH 180,0.14
MATH 184,PHYS 131,0.14
PHYS 131,MATH 184,0.14
PHYS 12,PHYS 153,0.5
PHYS 100,PHYS 153,0.5
MATH 100,PHYS 153,0.14
PHYS 153,MATH 100,0.14
MATH 102,PHYS 153,0.14
PHYS 153,MATH 102,0.14
MATH 104,PHYS 153,0.14
PHYS 153,MATH 104,0.14
MATH 110,PHYS 153,0.14
PHYS 153,MATH 110,0.14
MATH 120,PHYS 153,0.14
PHYS 153,MATH 120,0.14
MATH 180,PHYS 153,0.14
PHYS 153,MATH 180,0.14
MATH 184,PHYS 153,0.14
PHYS 153,MATH 184,0.14
PHYS 12,PHYS 157,0.5
PHYS 100,PHYS 157,0.5
MATH 100,PHYS 157,0.14
PHYS 157,MATH 100,0.14
MATH 102,PHYS 157,0.14
PHYS 157,MATH 102,0.14
MATH 104,PHYS 157,0.14
PHYS 157,MATH 104,0.14
MATH 110,PHYS 157,0.14
PHYS 157,MATH 110,0.14
MATH 120,PHYS 157,0.14
PHYS 157,MATH 120,0.14
MATH 180,PHYS 157,0.14
PHYS 157,MATH 180,0.14
MATH 184,PHYS 157,0.14
PHYS 157,MATH 184,0.14
PHYS 157,PHYS 158,1
MATH 101,PHYS 158,0.25
PHYS 158,MATH 101,0.25
MATH 103,PHYS 158,0.25
PHYS 158,MATH 103,0.25
MATH 105,PHYS 158,0.25
PHYS 158,MATH 105,0.25
MATH 121,PHYS 158,0.25
PHYS 158,MATH 121,0.25
PHYS 12,PHYS 159,0.5
PHYS 100,PHYS 159,0.5
PHYS 157,PHYS 159,0.5
PHYS 159,PHYS 157,0.5
PHYS 158,PHYS 159,0.5
PHYS 159,PHYS 158,0.5
PHYS 12,PHYS 170,0.5
PHYS 100,PHYS 170,0.5
MATH 100,PHYS 170,0.14
MATH 102,PHYS 170,0.14
MATH 104,PHYS 170,0.14
MATH 110,PHYS 170,0.14
MATH 120,PHYS 170,0.14
MATH 180,PHYS 170,0.14
MATH 184,PHYS 170,0.14
MATH 101,PHYS 170,0.25
PHYS 170,MATH 101,0.25
MATH 103,PHYS 170,0.25
PHYS 170,MATH 103,0.25
MATH 105,PHYS 170,0.25
PHYS 170,MATH 105,0.25
MATH 121,PHYS 170,0.25
PHYS 170,MATH 121,0.25
PHYS 102,PHYS 200,0.1
PHYS 108,PHYS 200,0.1
PHYS 118,PHYS 200,0.1
PHYS 158,PHYS 200,0.1
PHYS 153,PHYS 200,0.1
MATH 101,PHYS 200,0.13
MATH 103,PHYS 200,0.13
MATH 105,PHYS 200,0.13
MATH 121,PHYS 200,0.13
SCIE 001,PHYS 200,0.5
PHYS 102,PHYS 203,0.17
PHYS 108,PHYS 203,0.17
PHYS 118,PHYS 203,0.17
PHYS 158,PHYS 203,0.17
PHYS 153,PHYS 203,0.17
SCIE 001,PHYS 203,0.17
MATH 200,PHYS 203,0.2
PHYS 203,MATH 200,0.2
MATH 217,PHYS 203,0.2
PHYS 203,MATH 217,0.2
MATH 226,PHYS 203,0.2
PHYS 203,MATH 226,0.2
MATH 253,PHYS 203,0.2
PHYS 203,MATH 253,0.2
MATH 254,PHYS 203,0.2
PHYS 203,MATH 254,0.2
PHYS 108,PHYS 209,0.2
PHYS 109,PHYS 209,0.2
PHYS 102,PHYS 209,0.07
PHYS 153,PHYS 209,0.07
SCIE 001,PHYS 209,0.07
PHYS 158,PHYS 209,0.2
PHYS 159,PHYS 209,0.2
PHYS 118,PHYS 209,0.2
PHYS 119,PHYS 209,0.2
MATH 215,PHYS 209,0.25
PHYS 209,MATH 215,0.25
MATH 255,PHYS 209,0.25
PHYS 209,MATH 255,0.25
MATH 256,PHYS 209,0.25
PHYS 209,MATH 256,0.25
MATH 258,PHYS 209,0.25
PHYS 209,MATH 258,0.25
MATH 200,PHYS 209,0.2
PHYS 209,MATH 200,0.2
MATH 217,PHYS 209,0.2
PHYS 209,MATH 217,0.2
MATH 226,PHYS 209,0.2
PHYS 209,MATH 226,0.2
MATH 253,PHYS 209,0.2
PHYS 209,MATH 253,0.2
MATH 254,PHYS 209,0.2
PHYS 209,MATH 254,0.2
PHYS 102,PHYS 210,0.17
PHYS 108,PHYS 210,0.17
PHYS 118,PHYS 210,0.17
PHYS 158,PHYS 210,0.17
PHYS 153,PHYS 210,0.17
SCIE 001,PHYS 210,0.17
MATH 152,PHYS 210,0.33
PHYS 210,MATH 152,0.33
MATH 221,PHYS 210,0.33
PHYS 210,MATH 221,0.33
MATH 223,PHYS 210,0.33
PHYS 210,MATH 223,0.33
PHYS 106,PHYS 216,0.2
PHYS 107,PHYS 216,0.2
PHYS 117,PHYS 216,0.2
PHYS 170,PHYS 216,0.2
SCIE 001,PHYS 216,0.2
MATH 152,PHYS 216,0.33
MATH 221,PHYS 216,0.33
MATH 223,PHYS 216,0.33
MATH 200,PHYS 216,0.2
PHYS 216,MATH 200,0.2
MATH 217,PHYS 216,0.2
PHYS 216,MATH 217,0.2
MATH 226,PHYS 216,0.2
PHYS 216,MATH 226,0.2
MATH 253,PHYS 216,0.2
PHYS 216,MATH 253,0.2
MATH 254,PHYS 216,0.2
PHYS 216,MATH 254,0.2
PHYS 108,PHYS 219,0.13
PHYS 118,PHYS 219,0.13
PHYS 109,PHYS 219,0.13
PHYS 119,PHYS 219,0.13
PHYS 102,PHYS 219,0.25
PHYS 158,PHYS 219,0.25
PHYS 159,PHYS 219,0.25
SCIE 001,PHYS 219,0.25
MATH 200,PHYS 219,0.25
PHYS 219,MATH 200,0.25
MATH 217,PHYS 219,0.25
PHYS 219,MATH 217,0.25
MATH 226,PHYS 219,0.25
PHYS 219,MATH 226,0.25
MATH 253,PHYS 219,0.25
PHYS 219,MATH 253,0.25
PHYS 219,PHYS 229,1
MATH 215,PHYS 229,1
PHYS 229,MATH 215,1
PHYS 102,PHYS 250,0.17
PHYS 108,PHYS 250,0.17
PHYS 118,PHYS 250,0.17
PHYS 158,PHYS 250,0.17
PHYS 153,PHYS 250,0.17
SCIE 001,PHYS 250,0.17
PHYS 200,PHYS 298,1
PHYS 298,PHYS 299,1
PHYS 102,PHYS 301,0.17
PHYS 108,PHYS 301,0.17
PHYS 118,PHYS 301,0.17
PHYS 153,PHYS 301,0.17
PHYS 158,PHYS 301,0.17
SCIE 001,PHYS 301,0.17
MATH 217,PHYS 301,0.33
MATH 227,PHYS 301,0.33
MATH 317,PHYS 301,0.33
MATH 215,PHYS 301,0.5
MATH 255,PHYS 301,0.5
PHYS 200,PHYS 304,0.5
PHYS 250,PHYS 304,0.5
MATH 257,PHYS 304,0.33
PHYS 304,MATH 257,0.33
MATH 316,PHYS 304,0.33
PHYS 304,MATH 316,0.33
PHYS 312,PHYS 304,0.33
PHYS 304,PHYS 312,0.33
PHYS 102,PHYS 305,0.17
PHYS 108,PHYS 305,0.17
PHYS 118,PHYS 305,0.17
PHYS 153,PHYS 305,0.17
PHYS 158,PHYS 305,0.17
SCIE 001,PHYS 305,0.17
PHYS 203,PHYS 305,0.5
ENPH 257,PHYS 305,0.17
CHEM 201,PHYS 305,0.17
CHEM 205,PHYS 305,0.17
MATH 302,PHYS 305,0.1
MATH 318,PHYS 305,0.1
STAT 241,PHYS 305,0.1
STAT 251,PHYS 305,0.1
STAT 302,PHYS 305,0.1
PHYS 216,PHYS 306,0.5
ENPH 270,PHYS 306,0.5
MATH 215,PHYS 306,0.25
MATH 255,PHYS 306,0.25
MATH 256,PHYS 306,0.25
MATH 258,PHYS 306,0.25
PHYS 209,PHYS 309,0.33
PHYS 229,PHYS 309,0.33
ENPH 259,PHYS 309,0.33
MATH 215,PHYS 312,1
MATH 215,PHYS 314,1
PHYS 203,PHYS 314,1
PHYS 314,PHYS 203,1
PHYS 203,PHYS 315,0.2
ENPH 257,PHYS 315,0.2
CHEM 201,PHYS 315,0.2
CHEM 205,PHYS 315,0.2
CHEM 304,PHYS 315,0.2
PHYS 200,PHYS 315,0.33
PHYS 250,PHYS 315,0.33
CHEM 312,PHYS 315,0.33
MATH 215,PHYS 315,1
PHYS 315,MATH 215,1
ENPH 259,PHYS 318,0.33
PHYS 209,PHYS 318,0.33
PHYS 229,PHYS 318,0.33
PHYS 209,PHYS 319,0.33
PHYS 219,PHYS 319,0.33
ENPH 259,PHYS 319,0.33
MATH 100,PHYS 330,0.08
MATH 102,PHYS 330,0.08
MATH 104,PHYS 330,0.08
MATH 110,PHYS 330,0.08
MATH 180,PHYS 330,0.08
MATH 184,PHYS 330,0.08
PHYS 101,PHYS 330,0.07
PHYS 106,PHYS 330,0.07
PHYS 107,PHYS 330,0.07
PHYS 117,PHYS 330,0.07
PHYS 131,PHYS 330,0.07
PHYS 153,PHYS 330,0.07
PHYS 157,PHYS 330,0.07
SCIE 001,PHYS 330,0.5
MATH 101,PHYS 333,0.13
MATH 103,PHYS 333,0.13
MATH 105,PHYS 333,0.13
MATH 121,PHYS 333,0.13
PHYS 101,PHYS 333,0.05
PHYS 102,PHYS 333,0.05
PHYS 106,PHYS 333,0.05
PHYS 107,PHYS 333,0.05
PHYS 108,PHYS 333,0.05
PHYS 117,PHYS 333,0.05
PHYS 118,PHYS 333,0.05
PHYS 131,PHYS 333,0.05
PHYS 153,PHYS 333,0.05
PHYS 157,PHYS 333,0.05
PHYS 158,PHYS 333,0.05
SCIE 001,PHYS 333,0.5
ENPH 270,PHYS 350,0.5
PHYS 270,PHYS 350,0.5
PHYS 102,PHYS 354,0.25
PHYS 108,PHYS 354,0.25
PHYS 153,PHYS 354,0.25
SCIE 001,PHYS 354,0.25
MATH 215,PHYS 354,0.5
MATH 255,PHYS 354,0.5
MATH 217,PHYS 354,0.33
MATH 227,PHYS 354,0.33
MATH 317,PHYS 354,0.33
PHYS 299,PHYS 399,1
PHYS 304,PHYS 400,0.5
